author,reviewer,Feedback,Time,Assignment,Round,,,
D1090477,D1018508,連印出Hello World! 都沒辦法,9/26/2022 17:52,HW1,1,,,
D1090477,D1018508,連寫都沒寫，沒有排版可言,9/26/2022 17:52,HW1,1,,,
D1090477,D1018508,本次無變數使用,9/26/2022 17:52,HW1,1,,,
D1090477,D1018508,有,9/26/2022 17:52,HW1,1,,,
D1090477,D1018508,有,9/26/2022 17:52,HW1,1,,,
D1090477,D1018508,沒有寫JavaDoc,9/26/2022 17:52,HW1,1,,,
D1090477,D1018508,依舊沒寫,10/1/2022 11:16,HW1,2,,,
D1090477,D1018508,依舊沒寫,10/1/2022 11:16,HW1,2,,,
D1090477,D1018508,本次無變數使用,10/1/2022 11:16,HW1,2,,,
D1090477,D1018508,依舊沒寫,10/1/2022 11:16,HW1,2,,,
D1090477,D1018508,依舊沒寫,10/1/2022 11:16,HW1,2,,,
D1090477,D1018508,依舊沒寫,10/1/2022 11:16,HW1,2,,,
D1090494,D1018525,符合題目要求,9/26/2022 19:53,HW1,1,,,
D1090494,D1018525,排版整齊,9/26/2022 19:53,HW1,1,,,
D1090494,D1018525,,9/26/2022 19:53,HW1,1,,,
D1090494,D1018525,,9/26/2022 19:53,HW1,1,,,
D1090494,D1018525,,9/26/2022 19:53,HW1,1,,,
D1090494,D1018525,符合JavaDoc規範,9/26/2022 19:53,HW1,1,,,
D1090494,D1018525,有印出Hello World!,9/29/2022 16:25,HW1,2,,,
D1090494,D1018525,排版整齊,9/29/2022 16:25,HW1,2,,,
D1090494,D1018525,,9/29/2022 16:25,HW1,2,,,
D1090494,D1018525,,9/29/2022 16:25,HW1,2,,,
D1090494,D1018525,,9/29/2022 16:25,HW1,2,,,
D1090494,D1018525,詳細的註解,9/29/2022 16:25,HW1,2,,,
D1090519,D1018572,阿你程式碼呢,9/26/2022 17:48,HW1,1,,,
D1090519,D1018572,超乾淨,9/26/2022 17:48,HW1,1,,,
D1090519,D1018572,不要睡覺,9/26/2022 17:48,HW1,1,,,
D1090519,D1018572,?,9/26/2022 17:48,HW1,1,,,
D1090519,D1018572,?,9/26/2022 17:48,HW1,1,,,
D1090519,D1018572,?,9/26/2022 17:48,HW1,1,,,
D1090519,D1018572,NULL,NULL,HW1,2,,,
D1090522,D1018599,優秀,9/27/2022 5:17,HW1,1,,,
D1090522,D1018599,很棒,9/27/2022 5:17,HW1,1,,,
D1090522,D1018599,很好,9/27/2022 5:17,HW1,1,,,
D1090522,D1018599,優質,9/27/2022 5:17,HW1,1,,,
D1090522,D1018599,100分,9/27/2022 5:17,HW1,1,,,
D1090522,D1018599,讚,9/27/2022 5:17,HW1,1,,,
D1090522,D1018599,NULL,NULL,HW1,2,,,
D1090566,D1018600,是,9/26/2022 20:43,HW1,1,,,
D1090566,D1018600,是,9/26/2022 20:43,HW1,1,,,
D1090566,D1018600,是,9/26/2022 20:43,HW1,1,,,
D1090566,D1018600,是,9/26/2022 20:43,HW1,1,,,
D1090566,D1018600,是,9/26/2022 20:43,HW1,1,,,
D1090566,D1018600,沒有JavaDoc,9/26/2022 20:43,HW1,1,,,
D1090566,D1018600,是,9/30/2022 22:36,HW1,2,,,
D1090566,D1018600,是,9/30/2022 22:36,HW1,2,,,
D1090566,D1018600,是,9/30/2022 22:36,HW1,2,,,
D1090566,D1018600,是,9/30/2022 22:36,HW1,2,,,
D1090566,D1018600,是,9/30/2022 22:36,HW1,2,,,
D1090566,D1018600,是,9/30/2022 22:36,HW1,2,,,
D0746235,D1018627,"Hello bro
hola bro muy bien la",9/26/2022 17:50,HW1,1,,,
D0746235,D1018627,我覺得可以,9/26/2022 17:50,HW1,1,,,
D0746235,D1018627,可,9/26/2022 17:50,HW1,1,,,
D0746235,D1018627,可,9/26/2022 17:50,HW1,1,,,
D0746235,D1018627,可,9/26/2022 17:50,HW1,1,,,
D0746235,D1018627,可,9/26/2022 17:50,HW1,1,,,
D0746235,D1018627,有達到題目要求,10/1/2022 20:45,HW1,2,,,
D0746235,D1018627,是 排版整齊,10/1/2022 20:45,HW1,2,,,
D0746235,D1018627,符合標準,10/1/2022 20:45,HW1,2,,,
D0746235,D1018627,符合命名標準,10/1/2022 20:45,HW1,2,,,
D0746235,D1018627,是 達到撰寫標準,10/1/2022 20:45,HW1,2,,,
D0746235,D1018627,是 達到符合javadoc標準,10/1/2022 20:45,HW1,2,,,
D0746163,D1018631,無法執行,9/27/2022 14:14,HW1,1,,,
D0746163,D1018631,"是
",9/27/2022 14:14,HW1,1,,,
D0746163,D1018631,是,9/27/2022 14:14,HW1,1,,,
D0746163,D1018631,是,9/27/2022 14:14,HW1,1,,,
D0746163,D1018631,是,9/27/2022 14:14,HW1,1,,,
D0746163,D1018631,沒辦法執行喔,9/27/2022 14:14,HW1,1,,,
D0746163,D1018631,是,9/30/2022 10:52,HW1,2,,,
D0746163,D1018631,是,9/30/2022 10:52,HW1,2,,,
D0746163,D1018631,是,9/30/2022 10:52,HW1,2,,,
D0746163,D1018631,是,9/30/2022 10:52,HW1,2,,,
D0746163,D1018631,是,9/30/2022 10:52,HW1,2,,,
D0746163,D1018631,是,9/30/2022 10:52,HW1,2,,,
D0751292,D1018661,要print出 Hello World!,9/26/2022 18:58,HW1,1,,,
D0751292,D1018661,,9/26/2022 18:58,HW1,1,,,
D0751292,D1018661,,9/26/2022 18:58,HW1,1,,,
D0751292,D1018661,,9/26/2022 18:58,HW1,1,,,
D0751292,D1018661,,9/26/2022 18:58,HW1,1,,,
D0751292,D1018661,,9/26/2022 18:58,HW1,1,,,
D0751292,D1018661,NULL,NULL,HW1,2,,,
D0785683,D1018703,是,9/26/2022 20:07,HW1,1,,,
D0785683,D1018703,排版整齊，但不符合Google Checks的設定,9/26/2022 20:07,HW1,1,,,
D0785683,D1018703,是,9/26/2022 20:07,HW1,1,,,
D0785683,D1018703,是,9/26/2022 20:07,HW1,1,,,
D0785683,D1018703,是,9/26/2022 20:07,HW1,1,,,
D0785683,D1018703,缺少Javadoc,9/26/2022 20:07,HW1,1,,,
D0785683,D1018703,是,10/1/2022 19:12,HW1,2,,,
D0785683,D1018703,是,10/1/2022 19:12,HW1,2,,,
D0785683,D1018703,是,10/1/2022 19:12,HW1,2,,,
D0785683,D1018703,是,10/1/2022 19:12,HW1,2,,,
D0785683,D1018703,是,10/1/2022 19:12,HW1,2,,,
D0785683,D1018703,是,10/1/2022 19:12,HW1,2,,,
D0843601,D1018720,是，很棒,9/26/2022 17:47,HW1,1,,,
D0843601,D1018720,很整齊,9/26/2022 17:47,HW1,1,,,
D0843601,D1018720,,9/26/2022 17:47,HW1,1,,,
D0843601,D1018720,是的,9/26/2022 17:47,HW1,1,,,
D0843601,D1018720,是，很好,9/26/2022 17:47,HW1,1,,,
D0843601,D1018720,沒有打JavaDoc喔,9/26/2022 17:47,HW1,1,,,
D0843601,D1018720,是的,9/29/2022 17:31,HW1,2,,,
D0843601,D1018720,是的,9/29/2022 17:31,HW1,2,,,
D0843601,D1018720,是的,9/29/2022 17:31,HW1,2,,,
D0843601,D1018720,是的,9/29/2022 17:31,HW1,2,,,
D0843601,D1018720,是的,9/29/2022 17:31,HW1,2,,,
D0843601,D1018720,是的,9/29/2022 17:31,HW1,2,,,
D1009269,D1030965,讚,9/26/2022 17:53,HW1,1,,,
D1009269,D1030965,下次跟標準,9/26/2022 17:53,HW1,1,,,
D1009269,D1030965,讚,9/26/2022 17:53,HW1,1,,,
D1009269,D1030965,讚,9/26/2022 17:53,HW1,1,,,
D1009269,D1030965,讚,9/26/2022 17:53,HW1,1,,,
D1009269,D1030965,下次加一下,9/26/2022 17:53,HW1,1,,,
D1009269,D1030965,NULL,NULL,HW1,2,,,
D1009299,D1030978,很棒,9/26/2022 21:59,HW1,1,,,
D1009299,D1030978,很整齊,9/26/2022 21:59,HW1,1,,,
D1009299,D1030978,,9/26/2022 21:59,HW1,1,,,
D1009299,D1030978,,9/26/2022 21:59,HW1,1,,,
D1009299,D1030978,,9/26/2022 21:59,HW1,1,,,
D1009299,D1030978,要記得寫JavaDoc喔><,9/26/2022 21:59,HW1,1,,,
D1009299,D1030978,"縮進符寫錯了，應該改成tab size:2, indent:2, continuation indent:4
",9/30/2022 13:54,HW1,2,,,
D1009299,D1030978,整齊,9/30/2022 13:54,HW1,2,,,
D1009299,D1030978,,9/30/2022 13:54,HW1,2,,,
D1009299,D1030978,,9/30/2022 13:54,HW1,2,,,
D1009299,D1030978,,9/30/2022 13:54,HW1,2,,,
D1009299,D1030978,要寫JavaDoc喔><,9/30/2022 13:54,HW1,2,,,
D1010467,D1035899,YES,9/26/2022 19:47,HW1,1,,,
D1010467,D1035899,縮排記得符合規範,9/26/2022 19:47,HW1,1,,,
D1010467,D1035899,YES,9/26/2022 19:47,HW1,1,,,
D1010467,D1035899,,9/26/2022 19:47,HW1,1,,,
D1010467,D1035899,YES,9/26/2022 19:47,HW1,1,,,
D1010467,D1035899,沒寫,9/26/2022 19:47,HW1,1,,,
D1010467,D1035899,有,9/29/2022 23:11,HW1,2,,,
D1010467,D1035899,"沒有使用space，應使用tab
",9/29/2022 23:11,HW1,2,,,
D1010467,D1035899,有,9/29/2022 23:11,HW1,2,,,
D1010467,D1035899,有,9/29/2022 23:11,HW1,2,,,
D1010467,D1035899,有,9/29/2022 23:11,HW1,2,,,
D1010467,D1035899,每個class皆沒有寫JavaDoc,9/29/2022 23:11,HW1,2,,,
D1011175,D1050855,空白喔0w0,9/26/2022 17:49,HW1,1,,,
D1011175,D1050855,0,9/26/2022 17:49,HW1,1,,,
D1011175,D1050855,0,9/26/2022 17:49,HW1,1,,,
D1011175,D1050855,0,9/26/2022 17:49,HW1,1,,,
D1011175,D1050855,0,9/26/2022 17:49,HW1,1,,,
D1011175,D1050855,0,9/26/2022 17:49,HW1,1,,,
D1011175,D1050855,NULL,NULL,HW1,2,,,
D1011264,D1050869,是,9/26/2022 17:52,HW1,1,,,
D1011264,D1050869,是，乾淨,9/26/2022 17:52,HW1,1,,,
D1011264,D1050869,此次沒有變數命名,9/26/2022 17:52,HW1,1,,,
D1011264,D1050869,是,9/26/2022 17:52,HW1,1,,,
D1011264,D1050869,是,9/26/2022 17:52,HW1,1,,,
D1011264,D1050869,沒有打 javaDoc,9/26/2022 17:52,HW1,1,,,
D1011264,D1050869,NULL,NULL,HW1,2,,,
D1012323,D1050927,yes,9/26/2022 17:51,HW1,1,,,
D1012323,D1050927,yes,9/26/2022 17:51,HW1,1,,,
D1012323,D1050927,yes,9/26/2022 17:51,HW1,1,,,
D1012323,D1050927,yes,9/26/2022 17:51,HW1,1,,,
D1012323,D1050927,yes,9/26/2022 17:51,HW1,1,,,
D1012323,D1050927,"no java.doc
",9/26/2022 17:51,HW1,1,,,
D1012323,D1050927,,9/30/2022 16:38,HW1,2,,,
D1012323,D1050927,,9/30/2022 16:38,HW1,2,,,
D1012323,D1050927,,9/30/2022 16:38,HW1,2,,,
D1012323,D1050927,,9/30/2022 16:38,HW1,2,,,
D1012323,D1050927,,9/30/2022 16:38,HW1,2,,,
D1012323,D1050927,沒有java doc,9/30/2022 16:38,HW1,2,,,
D1018467,D1050957,是，超棒的~,9/26/2022 17:49,HW1,1,,,
D1018467,D1050957,,9/26/2022 17:49,HW1,1,,,
D1018467,D1050957,,9/26/2022 17:49,HW1,1,,,
D1018467,D1050957,,9/26/2022 17:49,HW1,1,,,
D1018467,D1050957,,9/26/2022 17:49,HW1,1,,,
D1018467,D1050957,沒有打JavaDoc,9/26/2022 17:49,HW1,1,,,
D1018467,D1050957,,9/30/2022 14:21,HW1,2,,,
D1018467,D1050957,,9/30/2022 14:21,HW1,2,,,
D1018467,D1050957,,9/30/2022 14:21,HW1,2,,,
D1018467,D1050957,,9/30/2022 14:21,HW1,2,,,
D1018467,D1050957,,9/30/2022 14:21,HW1,2,,,
D1018467,D1050957,請使用space代替tab,9/30/2022 14:21,HW1,2,,,
D1018508,D1050988,很棒,9/26/2022 19:26,HW1,1,,,
D1018508,D1050988,很整齊,9/26/2022 19:26,HW1,1,,,
D1018508,D1050988,很棒,9/26/2022 19:26,HW1,1,,,
D1018508,D1050988,很棒,9/26/2022 19:26,HW1,1,,,
D1018508,D1050988,很棒,9/26/2022 19:26,HW1,1,,,
D1018508,D1050988,很棒,9/26/2022 19:26,HW1,1,,,
D1018508,D1050988,很棒 有印出Hello World!,9/29/2022 2:49,HW1,2,,,
D1018508,D1050988,很棒 排版很整齊,9/29/2022 2:49,HW1,2,,,
D1018508,D1050988,很棒,9/29/2022 2:49,HW1,2,,,
D1018508,D1050988,很棒,9/29/2022 2:49,HW1,2,,,
D1018508,D1050988,很棒,9/29/2022 2:49,HW1,2,,,
D1018508,D1050988,很棒 註解都符合規範,9/29/2022 2:49,HW1,2,,,
D1018525,D1051015,有,9/27/2022 21:02,HW1,1,,,
D1018525,D1051015,是，但不符標準,9/27/2022 21:02,HW1,1,,,
D1018525,D1051015,無,9/27/2022 21:02,HW1,1,,,
D1018525,D1051015,無,9/27/2022 21:02,HW1,1,,,
D1018525,D1051015,無,9/27/2022 21:02,HW1,1,,,
D1018525,D1051015,未寫,9/27/2022 21:02,HW1,1,,,
D1018525,D1051015,NULL,NULL,HW1,2,,,
D1018572,D1051028,讚,9/26/2022 17:49,HW1,1,,,
D1018572,D1051028,很整齊,9/26/2022 17:49,HW1,1,,,
D1018572,D1051028,是,9/26/2022 17:49,HW1,1,,,
D1018572,D1051028,是,9/26/2022 17:49,HW1,1,,,
D1018572,D1051028,是,9/26/2022 17:49,HW1,1,,,
D1018572,D1051028,否，沒有輸入javadoc,9/26/2022 17:49,HW1,1,,,
D1018572,D1051028,是，讚喔,9/30/2022 22:49,HW1,2,,,
D1018572,D1051028,是,9/30/2022 22:49,HW1,2,,,
D1018572,D1051028,是,9/30/2022 22:49,HW1,2,,,
D1018572,D1051028,是,9/30/2022 22:49,HW1,2,,,
D1018572,D1051028,是,9/30/2022 22:49,HW1,2,,,
D1018572,D1051028,是,9/30/2022 22:49,HW1,2,,,
D1018599,D1051058,是,9/26/2022 20:07,HW1,1,,,
D1018599,D1051058,整齊，但是tab沒設定好,9/26/2022 20:07,HW1,1,,,
D1018599,D1051058,是，完全沒有問題,9/26/2022 20:07,HW1,1,,,
D1018599,D1051058,是，完全沒有問題,9/26/2022 20:07,HW1,1,,,
D1018599,D1051058,是，完全沒有問題,9/26/2022 20:07,HW1,1,,,
D1018599,D1051058,你沒有寫到，下次記得,9/26/2022 20:07,HW1,1,,,
D1018599,D1051058,有的，輸出很完美,9/30/2022 0:00,HW1,2,,,
D1018599,D1051058,整齊，但是其中格式是錯誤的應該要空兩隔的，變成四格,9/30/2022 0:00,HW1,2,,,
D1018599,D1051058,非常完美,9/30/2022 0:00,HW1,2,,,
D1018599,D1051058,非常完美,9/30/2022 0:00,HW1,2,,,
D1018599,D1051058,非常完美,9/30/2022 0:00,HW1,2,,,
D1018599,D1051058,下次要記得寫，main與程式都要各一個,9/30/2022 0:00,HW1,2,,,
D1018600,D1051062,讚,9/27/2022 18:15,HW1,1,,,
D1018600,D1051062,整齊,9/27/2022 18:15,HW1,1,,,
D1018600,D1051062,ok,9/27/2022 18:15,HW1,1,,,
D1018600,D1051062,ok,9/27/2022 18:15,HW1,1,,,
D1018600,D1051062,ok,9/27/2022 18:15,HW1,1,,,
D1018600,D1051062,沒有,9/27/2022 18:15,HW1,1,,,
D1018600,D1051062,讚,9/30/2022 13:51,HW1,2,,,
D1018600,D1051062,是,9/30/2022 13:51,HW1,2,,,
D1018600,D1051062,ok,9/30/2022 13:51,HW1,2,,,
D1018600,D1051062,ok,9/30/2022 13:51,HW1,2,,,
D1018600,D1051062,ok,9/30/2022 13:51,HW1,2,,,
D1018600,D1051062,讚,9/30/2022 13:51,HW1,2,,,
D1018627,D1051089,"否，沒有加 ! ""。""",9/26/2022 19:47,HW1,1,,,
D1018627,D1051089,是，排版整齊。,9/26/2022 19:47,HW1,1,,,
D1018627,D1051089,是，變數符合規定。,9/26/2022 19:47,HW1,1,,,
D1018627,D1051089,是，類別命名符合規定。,9/26/2022 19:47,HW1,1,,,
D1018627,D1051089,是，方法命名符合規定。,9/26/2022 19:47,HW1,1,,,
D1018627,D1051089,否，沒有JavaDoc。,9/26/2022 19:47,HW1,1,,,
D1018627,D1051089,是。,9/29/2022 8:33,HW1,2,,,
D1018627,D1051089,是。,9/29/2022 8:33,HW1,2,,,
D1018627,D1051089,是。,9/29/2022 8:33,HW1,2,,,
D1018627,D1051089,是。,9/29/2022 8:33,HW1,2,,,
D1018627,D1051089,是。,9/29/2022 8:33,HW1,2,,,
D1018627,D1051089,main 的 JavaDoc 沒有解釋 String[] args 。,9/29/2022 8:33,HW1,2,,,
D1018631,D1051118,是,9/26/2022 17:53,HW1,1,,,
D1018631,D1051118,是,9/26/2022 17:53,HW1,1,,,
D1018631,D1051118,是,9/26/2022 17:53,HW1,1,,,
D1018631,D1051118,是,9/26/2022 17:53,HW1,1,,,
D1018631,D1051118,是,9/26/2022 17:53,HW1,1,,,
D1018631,D1051118,沒有JavaDoc,9/26/2022 17:53,HW1,1,,,
D1018631,D1051118,是,9/29/2022 22:45,HW1,2,,,
D1018631,D1051118,是,9/29/2022 22:45,HW1,2,,,
D1018631,D1051118,是,9/29/2022 22:45,HW1,2,,,
D1018631,D1051118,是,9/29/2022 22:45,HW1,2,,,
D1018631,D1051118,是,9/29/2022 22:45,HW1,2,,,
D1018631,D1051118,是,9/29/2022 22:45,HW1,2,,,
D1018661,D1051121,,9/27/2022 1:05,HW1,1,,,
D1018661,D1051121,,9/27/2022 1:05,HW1,1,,,
D1018661,D1051121,,9/27/2022 1:05,HW1,1,,,
D1018661,D1051121,,9/27/2022 1:05,HW1,1,,,
D1018661,D1051121,,9/27/2022 1:05,HW1,1,,,
D1018661,D1051121,,9/27/2022 1:05,HW1,1,,,
D1018661,D1051121,,9/30/2022 14:55,HW1,2,,,
D1018661,D1051121,,9/30/2022 14:55,HW1,2,,,
D1018661,D1051121,,9/30/2022 14:55,HW1,2,,,
D1018661,D1051121,,9/30/2022 14:55,HW1,2,,,
D1018661,D1051121,,9/30/2022 14:55,HW1,2,,,
D1018661,D1051121,,9/30/2022 14:55,HW1,2,,,
D1018703,D1051151,,9/27/2022 19:41,HW1,1,,,
D1018703,D1051151,,9/27/2022 19:41,HW1,1,,,
D1018703,D1051151,,9/27/2022 19:41,HW1,1,,,
D1018703,D1051151,,9/27/2022 19:41,HW1,1,,,
D1018703,D1051151,,9/27/2022 19:41,HW1,1,,,
D1018703,D1051151,,9/27/2022 19:41,HW1,1,,,
D1018703,D1051151,,9/29/2022 22:54,HW1,2,,,
D1018703,D1051151,,9/29/2022 22:54,HW1,2,,,
D1018703,D1051151,,9/29/2022 22:54,HW1,2,,,
D1018703,D1051151,,9/29/2022 22:54,HW1,2,,,
D1018703,D1051151,,9/29/2022 22:54,HW1,2,,,
D1018703,D1051151,,9/29/2022 22:54,HW1,2,,,
D1018720,D1051210,有欸你好棒,9/26/2022 19:17,HW1,1,,,
D1018720,D1051210,版面好漂亮><,9/26/2022 19:17,HW1,1,,,
D1018720,D1051210,很棒喔,9/26/2022 19:17,HW1,1,,,
D1018720,D1051210,很棒喔,9/26/2022 19:17,HW1,1,,,
D1018720,D1051210,很棒喔,9/26/2022 19:17,HW1,1,,,
D1018720,D1051210,程式碼一清二楚好棒>///<,9/26/2022 19:17,HW1,1,,,
D1018720,D1051210,,9/29/2022 0:51,HW1,2,,,
D1018720,D1051210,,9/29/2022 0:51,HW1,2,,,
D1018720,D1051210,,9/29/2022 0:51,HW1,2,,,
D1018720,D1051210,,9/29/2022 0:51,HW1,2,,,
D1018720,D1051210,,9/29/2022 0:51,HW1,2,,,
D1018720,D1051210,,9/29/2022 0:51,HW1,2,,,
D1030965,D1051253,沒有hello world,9/26/2022 17:51,HW1,1,,,
D1030965,D1051253,,9/26/2022 17:51,HW1,1,,,
D1030965,D1051253,,9/26/2022 17:51,HW1,1,,,
D1030965,D1051253,,9/26/2022 17:51,HW1,1,,,
